"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"155","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","not as expected","rosemary brown","this item was described as buttery soft and similar to a spanx dupe it is nothing as expected it is cheaply made imo and not a cozy material at all i expected a material similar to lulu or aritzia butter soft because thats what the advertised ads were saying but it feels very rough and cheap returnedalso for tall girls not a good fit im  and it was above my anklesupdatethird party was refusing to pay for full refund offered me  ca for my troubles and to gift my item to someone else no thanks claimed shipping was way too expensive on their end be warned ive read several reviews stating same concerns about their quality of clothing and had to go to customer service to get full refund which i eventually did definitely will never purchase from this seller again",2023-10-31,5,"verified purchase"
"156","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","increble","ana paulina martinez zamudio","la tela est sper suave el fit es perfecto acabo de pedir en otro color ped talla m y es true to size",2024-01-14,1,"verified purchase"
"157","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","bonito","tca","bonito cmodo buen material y bien hecho",2024-01-02,5,"verified purchase"
"158","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","nice fabric  style runs large","kindle customer","i really really wanted to love this set but i didnt  still gave it  stars because its very nice quality the fabric feels nice and it really looks very close to the spnx air essentials set that costs x as much only differences i can see are that the top does not have the pull tie on the zipper and the pants dont have the horizontal seam across the top of the hips below the waistband have never felt the spnx set in person so cant speak to whether the fabric is comparable  the problem for me is that the top runs really large im   lbs slightly pearshaped and i am absolutely swimming in the size small top pants fit fine sleeves are too long and theres just somuchfabric in general  i was going for that cuteinfluencertraveloutfit look but this just looked sloppy on me  so just a warning that the top runs quite large which might be a plus for someone else",2023-11-19,5,"verified purchase"
"159","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","comfortable and stylish","linda l","i bought this outfit for long travel days and it did not disappoint love the  zip either unzipped or done up like the slits on the sleeve cuffs fabric is heavy in weight and cool not fleece lined and the pants tie is decorative as mentioned in previous reviews i prefer a more relaxed fit so sized up",2024-02-05,4,"verified purchase"
"160","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","tastefull casual look","palmerosa","ordered size small in navy  im ish and  lbs bigger on top with bird legs and a flat butt  this set fit me almost perfectly  the sleeves are a tiny bit long on me no surprise but otherwise just a very nice look  its oversized but not sloppy  the pants are a perfect length surprising for not being petite sizedfabric is soft silky has a little sheen to it and a fraction of stretch  all in all it gives a very polished look and great to travel or run about  no one will think you are wearing pajamas in the airport",2024-01-17,5,"verified purchase"
"161","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","excelente calidad","alejandra","me gusto el diseo la tela  todo ",2023-12-22,4,"verified purchase"
"162","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","leg length","dora","fits wellleg length a little too short  runners ok no heelsgood material washes wellmaterial is not like sweatshirt material material is smooth polyesteri am    lbs",2023-12-09,5,"verified purchase"
"163","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","decent dupe for spanx air essentials","shelley s","i own several items in the spanx air essentials items this was going viral as being a great dupe and i kept seeing ads for the price i figured id try it since i love my aein terms of look a near perfect duplication fabric feel is about same weight it is very smooth but doesnt feel quite as luxurious to me  sizingfit is interesting the top feels gigantic for most part and the sleeves outrageously long well past my finger tips but the waist band feels tight and with less stretch the matching pants are snug the ae are ordered as separates and i probably would have sized up in the pants they fit but the look isnt super flattering due to the snugness particularly in the color i gotspeaking of that was one of the things i loved was the color choices the pink i got is definitely lovely i might personally stick with the ae which i have affordability for but for those looking to save a buck this is a decent alternative",2024-02-22,4,"verified purchase"
"164","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","runs large but so soft and comfy","amazon customer","i have recently lost some weight but dont feel comfortable going down a size yet i ordered a medium usual size is a large and it is a little baggy but i couldnt imagine going to a small it is great for a cozy look the fabric feels so smooth and soft i love it and will be buying another i havent worn it or washed it so if that goes wrong i will update but it really is a great dupe",2024-02-08,3,"verified purchase"
"165","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","for cold canadian winters","darylena","this  piece outfit is absolutely amazing  well made nice and thickish a little heavy but will be fantastic for our canadian winters i bought two outfits actually   by mistake   grey  navy to mix and match and then my mum was like can you order me  too well worth the price will definitely buy from this company again",2023-10-14,5,"verified purchase"
"166","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","comfy","savabet","extremely comfortable and good quality used for long flight and really loved the tall collar to keep warm on the plan highly recommend i got light gray and its really cute and flattering",2024-02-20,5,"verified purchase"
"167","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","cheap thin and shapeless polyester fabric","amazon customer","the style and fit of the set is nice but the fabric is so cheap and thin and has that sparkly look of cheap polyester i would not wear this in public and it isnt breathable or comfortable even to lounge in at home the package also took a while to arrive making this all around a disappointment",2023-11-01,5,"verified purchase"
"168","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","buy this","amazon customer","i dont dislike anything about this true to size  i am   and lbs and i bought a medium it fits perfectly the pant length is perfect which never happens  cuz im short material is so nice and it washes really well lay it flat to dry i did not attempt the dryer as i didnt want it to shrink highly recommend",2023-10-26,2,"verified purchase"
"169","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","sizing issue","blair","i purchased an xs and the top was huge i removed a star for that reason i kept the set as i can wear it at home but i had hoped i could wear it for travel it does look high end and well made the material has a slick feel and is very airy and lightweight despite being long sleeves a good option for warm climates when you still want to cover up pet hair does not stick",2024-02-15,2,"verified purchase"
"170","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","gonna try again","blair","i received the order as advised but it did not arrive in amazon packaging the jacket was balled up in the wrapping as if someone tried it on and just shoved it back in the whole order looked as if it had been worn the color was not the carolina blue i was expecting but a slate gray blue now the feel and quality of the material was solid a smooth soft velvety like fill but the pants were super wide at the bottom i had alot of extra material in the crotch area which was a bit off putting and the drawstring was pretty but didnt do work as intended im  and about lbs  i really wanted this outfit to work as i purchased a pair cloud s to match it gonna try again with a smaller size",2024-02-15,5,"verified purchase"
"171","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","nice quality fabric","amazonjunkie","i have ordered  of these the first was a hot pink for my aunt and she loved it the fabric was a really nice heavy quality not thin and cheap i ordered  for myself and wanted to review those i am  and weigh  lbs i ordered the olive color in a size small theyre crop on me but crop enough that it looks like theyre meant to be that way the zipper is silver  i may keep them im not sure yetthe next set is light khaki in an xs  the zipper matches the color of the fabric theyre slightly longer than the small but not crop enough that i would wear them without alterations it just looks like my pants are too short the fabric on both feels like a nice quality though",2024-02-08,4,"verified purchase"
"172","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","buy it","daniel tran","i have the spnx air essential and have been debating on purchasing another set because i fell in love with it i saw these on amazon for a quarter of the price and decided to make the purchase and i am so glad i did these feel just as soft and smooth as the original ones they fit great and it comes with a pocket in the pants which is the biggest perk the only thing i would stay is a big difference about this one is the zipper is not the best quality but for the price ill take it  ill be buying a few more colors with all the money i saved",2024-02-16,4,"verified purchase"
"173","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","very comfortable and looks classy in as well","dean thomas","i got this lounge suit as a travel outfit for my trip to europe and it was perfect for the plane but i wish i had ordered another for the cruise that i was on once i got to europe it looks very nice while being very comfortable not to hot but warm enough i did wear a tank underneath it sure the top unzips far down overall wonderful for the price i have another on my wishlist in black",2024-02-24,5,"verified purchase"
"174","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","soft","tricia","i had to fold the pants at the waist the top is def oversized i think if i had ordered the sm it wouldve been too tight at the waist but top mightve fit better and im not small chested its very soft comfy and thick but not hot i think ill keep but wont be ordering another set also makes my butt look flatter than it is probably bc i had to fold at the waist",2024-02-04,5,"verified purchase"
"175","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","comfort and style the perfect cruise companion","michelle lambert","i adore this lounge outfit for its incredible comfort i bought it specifically for my cruise travels being ft in the outfit is a bit long on me but i easily adjusted it by pulling up the pants and it worked perfectly i wore it throughout the cruise whether i was at the casino lounging on the deck in the evening or simply seeking warmth and comfort i wholeheartedly recommend this outfit and loved it so much that i bought a second one in the same color fearing it might sell out",2024-02-10,4,"verified purchase"
"176","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","perfect dupe for spanx air essentials","melonie lee pittman","the fabric is so comfortable  i am   and i do have to wear heels  i will have them altered to be able to wear flats  i have not laundered the outfit yet so i am not sure how is holds up after washing  i did see another reviewer say that it pilled after washing so i plan on washing it in a garment bag on delicate and hang to dry as a precausion  if it holds up well i will certainly order more colors ",2024-02-08,5,"verified purchase"
"177","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","short girl may not be their target","christina walker","im mostly making light of my shortness as most things arent made for us short girls but im sure tall girls would feel the same im  foot  and struggle to find pants that dont  pool around my feet i got the small and it fits a little big but didnt care enough to return and try an xs the fabric is so soft and feels like a dream to lounge around in i gave  stars simply because of the fit but that likely has more to do with me being shortnot ordering right size than the product i would definitely order again but in a smaller size",2024-01-11,5,"verified purchase"
"178","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","very fashionable","rhonda ashburn","this is a comfortable  easy to wear  piece  the fabric is a little heavy but there is room  it is just very today fashion  im only   but was able to roll the waist of the pants so the pants wouldnt be brushing the groundnormally i would wear a pair of shoes that have a bit of a heal but i couldnt that particular dayi actually might buy another outfit in another color",2024-01-22,4,"verified purchase"
"179","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","perfect dupe for spanx","gcw","i was so excited to open this package the fabric and fit were great except the pants were too short so disappointed if you are shorter than  definitely order",2024-02-23,4,"verified purchase"
"180","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","fabulous quality and material","dlhladd","feel of the fabric and quality is really nice  this is a perfect sub for the more expensive version spanx airessentials ive tried the other lookalike offered by xieerduo and this one has nicer thicker fabric and better seams  the length on this set is perfect for me as well  lbs whereas the xieerduo was a little too long  love this set",2024-02-17,4,"verified purchase"
"181","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","perfect fit and comfy","kat","wow oftentimes clothes are hit and miss i immediately tried on the top and pants when i received it expecting to maybe return i was pleasantly surprised the fabric is buttery soft and the large fit me perfect im about  and  the pants were good length to wear with tennis shoes i bought the outfit in advance of an upcoming trip we are taking wanted something that didnt look like the same old yoga pants and hoodie this is very fashionable and classy yet is comfortable i highly recommend this which i rarely do wish is perfect and doesnt bind plenty of room for me to wear a tshirt under the pullover top its a big win for me",2024-02-01,4,"verified purchase"
"182","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","super comfy","jenny","i was surprised by how soft it is its very comfortable quality is good sometimes the zipper gets stuck on the top washes  wears well will probably get another one in a different color bought my daughter one and she loves hers",2024-02-15,5,"verified purchase"
"183","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","great travel outfit","amazon customer","i bought this for traveling  the fabric is thick however the inner lining isnt fleece  it is cool to touch polyester type so it offsets the heaviness  it is perfect for fallspring but will need an inner layer in the winter  i am  and the length is a little long i just wore thick heeled platforms and it was perfect  the color is just as described and i am very happy with my purchase  i will be buying a different color as well",2024-02-06,4,"verified purchase"
"184","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","as described and run a little large","jen","i really like these and hope they hold up well over time i read through reviews and saw most people said they run big so i ordered a medium i usually wear l on top and l or m on bottom depending on the cutbrand medium fits well and maybe even a smidge big the pants however are long on me despite others saying they arent long im  thats generous so i knew there was a risk they also had a weird smell out of the package im sensitive to smells so maybe its just me i washed them and hope this isnt a problem",2024-01-08,5,"verified purchase"
"185","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","color not as pictured","sarah schlough","outfit is super comfortable fit is great perfectly oversized as it is described to be when ordering my usual department store size the color is much more rust orange than the cafe brown pictured which was kind of a bummer but it so comfy im keeping it anyways",2024-02-07,4,"verified purchase"
"186","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","great fabric not a fan of that particular color caramel","kris","i ordered this outfit in caramel which looked fine on my computer screen when the item arrived the color was more of a pumpkin orange that does not compliment my complexion i tried it on anyway and the fit and the material was very good i did return this color but i am going to reorder in another color i plan giving that a  star review",2024-01-29,4,"verified purchase"
"187","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","omgso cozy","d l austin","when i took this twopiece suit out of the package it felt so buttery soft that  i almost wanted to change into it right then and there  i had company over so that wouldve been a little awkward  within a day or two i ordered it in two more colorsim pretty sure this will be a staple for my wardrobe  i think i might buy a few more for gifts",2024-02-11,4,"verified purchase"
"188","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","great fit","marilyne cleeves","i really love the way these fit i am a large woman  lbs it is difficult for me to find an xl pair of pants that fit comfortably these are great they fit without the waist curling or ramping the only reason why i gave  stars instead of  was because i wasnt expecting polyester knit that is probably my mistake so you can give it  stars from me",2024-01-22,5,"verified purchase"
"189","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","looks just like the product photo","raquel jenkins","looks just like product picture material feels like that type that you can find in some athletic jacketssmooth  kind of slippery its not too thick and overall a soft comfy material the thick high waisted band about  is a tighter elasticit stretches but it keeps everything in place if you like the snatchedin look  feel youll like it a lot it has a drawstring that is stretchy and the aglet caps are metal which is nice the zipper for the top is plasticnothing fancy but it does the job i like that you can zip it all the way up to make it a loose mock turtleneck if you want there is a small slit on each wrist cuffnot sure if this is so the wristband isnt too tight or its suppose to be some kind of faux thumb hole lol the arm  ankle lengths were just perfect  i love the wide leg pantsnot too wide  it falls nicely without bunching im   ordered a mediumi think my measurements were in between medlarge i might order a large next time to see how it fits only because i like my waist band to fit looser my waist is   overall im sure ill wear this one lots as its getting cooler outside oh  it has pockets yay hope this review was helpful ",2023-11-26,4,"verified purchase"
"190","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","nice material pants small","raquel jenkins","the material is great sizing slightly off for reference i am  s pear shaped  all booty i ordered a medium the top is a little big the pants fit great length wise but tight in the seat but the pockets dont really flare out as if too tight i would be weary of going up a size just for the pants because then the top would for sure be too big",2024-01-20,4,"verified purchase"
"191","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","nice  piece set","ucla rt","i like the  piece set and the quality and the softness of this set  unfortunately for me the top was just right top heavy but the bottoms were too large  i kept the set  although the bottoms are larger than what i wouldve liked its comfortable for lounging",2024-01-23,4,"verified purchase"
"192","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","air travel must have","senior says","i bought these for an upcoming short flight to san francisco in february  this is very similar to a spanx set i own but a fraction of the cost  i travel often and comfort in the airport on the flight and being able to wear on arrival are super important for meprosnice dark black washes wellcomfortableon trend styling large collar oversize looknice mid weight not light weightconsno pocketspants are a bit long i just pulled up higheri ordered a medium im  lbs apple shape  i originally ordered a size large but it was quite baggy on me  but if you want oversized that might work for you i prefer the more fitted look  for the price this is a great purchase",2024-01-28,4,"verified purchase"
"193","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","long delivery timesruns huge","senior says","the quality is great  but i ordered a large i am  and lbz to have that loungey look and it looked sloppy i wanted to order a size smaller but delivery would take  weeks so i ordered a different brand that would arrive sooner also the top is a little too short to go with the oversized relaxed look sorry it didnt work out",2024-01-26,5,"verified purchase"
"194","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","runs big","jdi","not meant for shorter girls the pants are really long and the sweatshirt is oversized i love the fabric though so its think i will take it to get altered",2024-02-04,5,"verified purchase"
"195","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","love material and look","maggie masferrer","love everything about this  pc definitely size down as it is oversized a medium would have been more my fit but keeping the large whats holding me back from buying more is that the length of the bottoms are too long and need to be hemmed even if wearing a higher sports shoe im  and they are way too long if they had shorter lengths id probably buy more",2024-01-20,4,"verified purchase"
"196","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","nice and so soft and comfortable","rt","i love this set its very comfortable and so soft i am  and  i got a medium and its big through the crouch area and the upper legs its a bit big in the top even though i have a lg bust my husband says its nice but doesnt flatter me and i agree it so comfortable that im keeping it",2024-01-27,4,"verified purchase"
"197","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","comfy casual classic ","kelly from texas","a young lady  love as my daughter  on thanksgiving holiday at the beach brought this beautiful look to the beach i was awestruck in this pure fresh look that radiated in comfort i knew her shopping preferences  dared to ask totally out of my budget but so admired the style the fabric was lush  rich in texture the apricot color was like ice cream the flow of the outfit as she strolled the beach was breathtaking i just couldnt take my eyes off it later in the evening before we all turned in susan took me to side  said  mimi if you can keep it between us i will let you in on a secret i bought the t from amazon i love anrabess tomorrow is black friday you can buy it for a bargain she said i am a leading real estate agent andmy husband  is a ceo i follow the couture looks but i always find the best resemble on amazon fashion or luxury i have to uphold the image but i am also a smart shopper my lips are sealed but i bought apricot white  blue medium was a little long  large so i purchased in small for apricotanrabess is one to followwisdom to share mrs mimi kelley",2024-01-10,4,"verified purchase"
"198","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","cute","karla horst kelley","this is really cute but i just couldnt make it work for me im pear shaped and the xl bottoms fit but the top was too big the large top fit good but large bottoms too tight i wanted it to work so bad and no i wasnt willing to buy two different sizes just to make one outfit work",2024-01-28,4,"verified purchase"
"199","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","comfy","karla horst kelley","super cozy and sizes run true colors are misleading i ordered camel first and it was definitely a rusty orange returned it for brown and the brown is a caramel much lighter than the picture",2024-02-09,5,"verified purchase"
"200","anrabess women 2 piece outfits sweatsuit set 2023 fall oversized half zip sweatshirt wide leg sweatpant lounge set tracksuit","high quality and comfort","allison","i actually bought this set in two different colors brown and cream  love them both  the cream pants are a little seethrough but are so comfortable i can even wear them to sleep in highquality product  would recommend this to any build or body shape",2024-02-19,5,"verified purchase"
"201","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","bellissimi","bahareh","these shorts are amazing quality sit nicely and look great ended your buying x more",2024-01-06,4,"verified purchase"
"202","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","perfekte bootyshorts wow","andreea sutac","sono molto belli io sono alta  e peso  kg pi o meno indosso sm ho preso una m e ho fatto bene perch sono stretti",2024-02-08,5,"verified purchase"
"203","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","great quality shorts","amy aimee","fr den preis beeindruckendfllt normal aus sitzt genau wie sie soll und macht einen mega schnen podie shorts hat nicht nur einen scrunch sondern auch eine formende naht und einen cross over bund kenne das sonst nur so von den groen marken",2023-10-25,5,"verified purchase"
"204","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","great shorts but sizing and quality varies","amy aimee","all the gym girlies need these shorts they are so amazing and great price sizing up one size is recommended i am so satisfied",2024-01-26,5,"verified purchase"
"205","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","size up","kristina","ive bought several colors of these shorts the tie dye and the brown are my favorite they fit super well and make the booty look so nice and defined feels comfy toothe only thing is found the quality and sizing is different for some of the colors some colors have the logo in the back and some dont some colors fit smaller some dont ie the pink and black fit a lot smaller and had the logo in the back whereas the brown didnt still really recommend them especially the tie dye ones",2024-01-13,5,"verified purchase"
"206","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","vertvie vfront scrunch shorts","n","the sizing is abit small but its good quality if youre a gym girlie they are squat proof super comfy too",2024-01-19,5,"verified purchase"
"207","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","im groen und ganzen super produkt","kate","good comfortable and soft the size corresponds the material is good and does not feel cheap at all the stomach band is good and does not make the lower abdomen stick out the leg band is good it is tight enough that the shorts do not ride up but not too tight that it cuts off circulation the scrunch is good and does its job and lifts and separates the glutes the lighter colors are transparent but the darker colors are not the olive green is more if a gold than green",2023-12-17,5,"verified purchase"
"208","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","belli","kerri","habe mir die eggshell blaue shorts bestellt weil mir die farbe auf dem bild so gut gefallen hat farbe ist genau so wie erwartet gott sei dank nicht zu knallig hab mir auf verdacht ne nummer grer bestellt weil ich es nicht mag wenn mich gummibnde einschnren und das war eine gute entscheidung das einzige was ich bemngeln kann ist dass hinten ein aufdruck von vertvie drauf ist welcher auf den werbebildern nicht zu sehen ist aber der stoff ist angenehm und blickdichtalso top top top vorallem bei dem preis",2024-01-09,4,"verified purchase"
"209","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","came used","kerri","molto comodi e piace come mo stanno ottimo materiale ne ho comprati di vari colori consiglio la propria taglia",2024-01-25,5,"verified purchase"
"210","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings",NA,"laura ouschan","shorts were pilled like they were work before multiple times",2024-02-26,5,"verified purchase"
"211","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","buon prodotto","katerina","the media could not be loaded                                                                        i pantaloncini calzano bene ho ordinato un prodotto per la casa se i pantaloncini sono buoni da usare ne ordiner altri per lesternoi pantaloncini rosa sono trasparenti  si pu vedere la biancheria intimataglia s vita  fianchi ",2024-02-11,4,"verified purchase"
"212","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","kaufe nie wieder teure shorts","katerina","die besten gym shorts die man fr den preis bekommen kann qualitt ist zu wie andere bekannte teure markenlieber  nummer grer bestellen sie sind blickdicht und der stoff sehr elastisch und dick",2024-02-03,4,"verified purchase"
"213","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","cute but","laura g","im really disappointed in the color in the photo the dark cyan is a very dark teal but it is borderline electric blue in real life its pretty but its not a color i would choose to wearalso the scrunch on the butt is very dramatic if thats your thing its really cute if its not your thing then stay away i usually like a subtle scrunch so this shocked me at first to try on but i will admit that it grew on me ill just have to be brave enough to wear them because it draws a lot of attention to your buttthe sizing also surprised me i usually wear an xs or smaller in bottoms my waist is  inches and my hips are only about  inches so usually most clothes are too big on me but i sized up to a s and they are quite tight but in a flattering way since theyre stretchy im glad i sized up",2024-01-26,4,"verified purchase"
"214","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","size fits as expected very good material squat proof would buy again","mia","the media could not be loaded                                                                        love itttttt",2024-01-19,5,"verified purchase"
"215","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","comfy and snug","catalina etchegaray","i love how well it fits and compliments my skin it also frames my shape boosting my confidence in the gym and while running a k ive received numerous compliments too ",2024-01-20,3,"verified purchase"
"216","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","true to size squat proof great quality","deidre lewis","im buying one in every color amazing",2024-02-24,5,"verified purchase"
"217","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","mega","deidre lewis","sieht nicht nur mega gut aus sind auch ultra bequem macht einfach eine tolle figur luft nicht ein beim waschen wrde ich immer wieder so bestellen",2024-01-04,4,"verified purchase"
"218","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","true to size","amazon customer","this shorts look amazing and are very comfortable they are true to size i weight about  and got a size medium the material is very thick",2024-01-01,4,"verified purchase"
"219","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","super","nicole","super material und toller fit kann ich empfehlen das einzig blde sind die versandkosten",2024-01-13,5,"verified purchase"
"220","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","sieht toll aus","julie","sie macht wirklich einen tollen po beim bauch sieht sie mit dem vbund auch schick aus finde sie sehr bequem jedoch rutschen mir die beine beim training hher rauf so dass der innere oberschenkelspeck mehr zum vorschein kam bis auf das ist sie toll",2023-10-18,5,"verified purchase"
"221","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","not good for my body type","morgan crone","im  and lbs usually a size  in pants and these fit so weird once i got them all the way on and over my butt there was basically no inseam left they basically had a one inch inseam left at that point after i got them all the way on the waist also rolled down a bunch just when i tried them on i think these would definitely work well for a thin body type",2024-02-07,4,"verified purchase"
"222","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","buy them","megan","i love these squat proof no camel toe they ride up a little bit but not to where its annoying im obsessed with this color as well cant see through them either  recommend and for size reference im  and about lbs and i got a size medium fits good didnt think it would at first but it fits well and snug itll snatch you and show the glutes good ",2023-12-07,2,"verified purchase"
"223","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","schicke hose","megan","schicke sporthose macht tollen po und zum gnstigen preis",2024-01-09,5,"verified purchase"
"224","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","schne hose","vivian","dachte anfangs erst passt nicht sehr klein geschnitten im endeffekt aber sehr stretchy nutze sie gerne fr den sport farbe ist bei weitem heller als auf den bildern aber trotzdem sehr schmuck ",2024-01-29,5,"verified purchase"
"225","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","perfect fit","kimi","i saw this brand on ig and was happy to find this print some shorts run a little small but these fit me perfectly for reference im  lb and ordered a size large and i cant wait to wear these on my next workout day",2024-02-25,5,"verified purchase"
"226","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","baba gym shorts","christine kulcsar","jetzt hab ich wieder motivation fr gym  kann nur empfehlen",2024-02-13,4,"verified purchase"
